id,name,status,county_winner,matched_county_fips,operator_group,mw,confidence,capacity_basis,capacity_mw_p05,capacity_mw_median,capacity_mw_p95
crusoe-blue-energy-victoria-tx,Crusoe Victoria AI Factory,proposed,Trump,48469,Other,1500.0,reported,reported,1500.0,1500.0,1500.0
cyrusone-dfw3-dfw5-allen-tx,CyrusOne DFW3-DFW5 (Allen),operational,Trump,48085,Other,50.0,reported,reported,50.0,50.0,50.0
cyrusone-sat2-sat4-san-antonio-tx,CyrusOne SAT2-SAT4 (San Antonio),operational,Harris,48029,Other,,reported,model estimate,42.79560936754779,411.3502516631943,3742.844328198558
data-city-energy-abundance-laredo-tx,"Data City, Texas",proposed,Trump,48479,Other,5000.0,rumored,reported,5000.0,5000.0,5000.0
edged-dallas-irving-tx,Edged Dallas (Irving),operational,Harris,48113,Other,,reported,model estimate,39.7324553395069,402.663312272408,3831.506789252925
flexential-dallas-plano-tx,Flexential Dallas - Plano,operational,Trump,48085,Other,,reported,model estimate,39.550703221359896,408.30933267707474,3753.499884512357
fluidstack-abernathy-tx,Fluidstack Abernathy AI Campus,under_construction,Trump,48189,Other,168.0,confirmed,reported,168.0,168.0,168.0
fort-spunky-pacifico-energy-hood-county-tx,Fort Spunky,proposed,Trump,48221,Other,100.0,reported,reported,100.0,100.0,100.0
gw-ranch-pacifico-energy-pecos-county-tx,GW Ranch,proposed,Trump,48371,Other,7650.0,rumored,reported,7650.0,7650.0,7650.0
galaxy-helios-dickens-county-tx,Galaxy Helios Data Center Campus,under_construction,Trump,48125,Other,1630.0,confirmed,reported,1630.0,1630.0,1630.0
google-armstrong-county-tx,Goodnight Campus,under_construction,Trump,48011,Google,933.0,confirmed,reported,933.0,933.0,933.0
google-haskell-county-tx,Google Haskell County Data Center Campus,under_construction,Trump,48207,Google,,confirmed,model estimate,45.18741529982337,463.380225049675,3964.667302034019
google-meitner-pampa-tx,Google Meitner Energy Center,under_construction,Trump,48179,Google,,confirmed,model estimate,46.07569668565406,465.23609650164497,3739.0395700300232
google-red-oak-tx,Google Red Oak Campus,operational,Trump,48139,Google,,confirmed,model estimate,67.44951245269603,292.0462613949195,1145.4240377647197
google-wilbarger-vernon-tx,Google Wilbarger County Campus,under_construction,Trump,48487,Google,,confirmed,model estimate,45.6908132510671,447.3794515915115,3671.1259798333176
galaxy-helios-dickens-tx,Helios (Galaxy Digital / CoreWeave),operational,Trump,48125,Other,800.0,reported,reported,800.0,800.0,800.0
hut8-beacon-point-robstown-tx,Hut 8 Beacon Point AI Campus,under_construction,Trump,48355,Other,352.0,confirmed,reported,352.0,352.0,352.0
iren-horizon-childress-tx,"IREN Horizon — Childress, TX",under_construction,Trump,48075,Other,750.0,confirmed,reported,750.0,750.0,750.0
iren-sweetwater-tx,IREN Sweetwater Campus,under_construction,Trump,48353,Other,2000.0,confirmed,reported,2000.0,2000.0,2000.0
lambda-aligned-plano-tx,Lambda Plano AI Data Center (Aligned DFW-04),under_construction,Trump,48085,Other,100.0,confirmed,reported,100.0,100.0,100.0
lancium-crusoe-abilene-tx,Lancium Clean Campus (Crusoe / Stargate Site 1),operational,Trump,48441,Other,1200.0,reported,reported,1200.0,1200.0,1200.0
msb-matrix-center-sulphur-springs-tx,Matrix Data Center Campus (The Matrix Center),under_construction,Trump,48223,Other,3000.0,confirmed,reported,3000.0,3000.0,3000.0
meta-el-paso-tx,Meta El Paso AI Data Center Campus,under_construction,Harris,48141,Meta,1000.0,confirmed,reported,1000.0,1000.0,1000.0
meta-fort-worth-tx,Meta Fort Worth Data Center,operational,Trump,48439,Meta,,reported,model estimate,60.05761206114302,240.50077530409996,1032.6892176059318
meta-temple-tx,Meta Temple Data Center,operational,Trump,48027,Meta,,confirmed,model estimate,100.79306018148307,406.20660505068076,1623.1334313035961
microsoft-pecos-tx,Microsoft Pecos Data Center Campus,proposed,Trump,48389,Microsoft,2000.0,confirmed,reported,2000.0,2000.0,2000.0
microsoft-san-antonio-expansion-tx,Microsoft San Antonio SAT89/SAT90 Data Centers,under_construction,Trump,48325,Microsoft,,reported,model estimate,38.307649947041725,386.8416613887808,3325.3672420608445
nexus-hubbard-campus-hill-county-tx,Nexus Hubbard Data Center & Power Campus,under_construction,Trump,48217,Other,612.0,reported,reported,612.0,612.0,612.0
poolside-project-horizon-pecos-county-tx,Poolside Project Horizon AI Campus,proposed,Trump,48371,Other,2000.0,reported,reported,2000.0,2000.0,2000.0
powerhouse-uhland-caldwell-county-tx,PowerHouse Caldwell County Data Center,proposed,Trump,48055,Other,4000.0,reported,reported,4000.0,4000.0,4000.0
powerhouse-provident-grand-prairie-tx,PowerHouse Grand Prairie Campus,under_construction,Trump,48139,Other,1800.0,confirmed,reported,1800.0,1800.0,1800.0
prime-dfw01-01-tx,Prime DFW01-01,operational,Harris,48113,Other,,reported,model estimate,42.383349201843544,411.9891923789437,3774.3398999392502
rcm-hill-project-aquila-hill-county-tx,Project Aquila,proposed,Trump,48217,Other,1235.0,confirmed,reported,1235.0,1235.0,1235.0
ampz-project-lufkin-tx,Project Lufkin,proposed,Trump,48005,Other,2100.0,reported,reported,2100.0,2100.0,2100.0
fermi-matador-amarillo-tx,Project Matador,under_construction,Trump,48065,Other,,reported,model estimate,905.2797928314603,3266.7141855525106,8348.300453323067
rowan-temple-tx,Rowan Project Temple,under_construction,Trump,48027,Other,300.0,confirmed,reported,300.0,300.0,300.0
serverfarm-houston-hou-tx,Serverfarm Houston AI Campus (HOU1 / HOU2),proposed,Harris,48201,Other,500.0,reported,reported,500.0,500.0,500.0
skybox-houston-one-tx,Skybox Houston One,operational,Harris,48201,Other,,reported,model estimate,14.865435261848726,55.71869524712336,224.8187320514085
soluna-project-grace-silverton-tx,Soluna Project Grace,under_construction,Trump,48045,Other,2.0,reported,reported,2.0,2.0,2.0
soluna-project-kati-willacy-tx,Soluna Project Kati,under_construction,Trump,48489,Other,166.0,confirmed,reported,166.0,166.0,166.0
stargate-abilene-tx,Stargate Abilene,under_construction,Trump,48441,Other,1200.0,reported,reported,1200.0,1200.0,1200.0
stargate-milam-county-tx,Stargate Milam County Campus,under_construction,Trump,48331,Other,1200.0,reported,reported,1200.0,1200.0,1200.0
switch-the-rock-round-rock-tx,Switch: The Rock (Round Rock),under_construction,Trump,48491,Other,185.0,reported,reported,185.0,185.0,185.0
tesla-cortex-2-giga-texas-austin-tx,Tesla Cortex 2.0 AI Training Cluster (Giga Texas),under_construction,Harris,48453,Other,500.0,reported,reported,500.0,500.0,500.0
tcdc-ector-county-tx,Texas Critical Data Centers (TCDC),proposed,Trump,48135,Other,250.0,reported,reported,250.0,250.0,250.0
tract-caldwell-valley-uhland-tx,Tract Caldwell Valley Technology Park,proposed,Trump,48055,Other,2000.0,confirmed,reported,2000.0,2000.0,2000.0
vantage-frontier-shackelford-county-tx,Vantage Frontier Campus,under_construction,Trump,48417,Vantage,1400.0,reported,reported,1400.0,1400.0,1400.0
creekstone-delta-ut,Creekstone Energy Delta Gigasite,under_construction,Trump,49027,Other,10000.0,reported,reported,10000.0,10000.0,10000.0
cyrusone-dugway-proving-ground-tooele-county-ut,CyrusOne Dugway Proving Ground Data Center,proposed,Trump,49045,Other,,reported,model estimate,314.8999983240861,1169.4248525619932,4443.23222833963
joule-millard-county-ut,Joule Energy and Data Center Campus,under_construction,Trump,49027,Other,4000.0,reported,reported,4000.0,4000.0,4000.0
meta-eagle-mountain-ut,Meta Eagle Mountain Data Center Campus,operational,Trump,49049,Meta,,confirmed,model estimate,115.93111585711213,487.42079648473305,2034.6386465676824
qts-eagle-mountain-ut,QTS Eagle Mountain Data Center Campus,under_construction,Trump,49049,QTS,200.0,reported,reported,200.0,200.0,200.0
stratos-box-elder-ut,Stratos AI Data Center Campus,proposed,Trump,49003,Other,9000.0,reported,reported,9000.0,9000.0,9000.0
aws-mattermeade-caroline-va,AWS Mattermeade Tech Campus,proposed,Trump,51033,Amazon,770.0,confirmed,reported,770.0,770.0,770.0
aligned-iad-01-va,Aligned IAD-01,operational,Harris,51107,Other,,reported,model estimate,41.19979073358267,417.16459412860576,3316.416471048507
aligned-iad-03-va,Aligned IAD-03,operational,Harris,51107,Other,,reported,model estimate,41.01320290964391,399.32419867517797,3675.7611463712865
amazon-devlin-tech-park-va,Amazon Devlin Technology Park,permitted,Harris,51153,Amazon,,confirmed,model estimate,79.76903398445758,318.1762221105596,1319.9969978866511
powerhouse-chirisa-chester-va,Chirisa Technology Park — Richmond (Chester),under_construction,Harris,51041,Other,120.0,confirmed,reported,120.0,120.0,120.0
cleanarc-ruther-glen-va,CleanArc VA1,under_construction,Trump,51033,Other,900.0,confirmed,reported,900.0,900.0,900.0
cloudhq-manassas-mcc-va,CloudHQ Manassas MCC Campus,under_construction,Harris,51153,Other,382.0,confirmed,reported,382.0,382.0,382.0
coresite-va1-reston-va-va,"CoreSite VA1 - Reston, VA",operational,Harris,51059,Other,,reported,model estimate,43.15404782708177,414.271282486371,3561.3531708305477
coresite-va3-reston-va-va,"CoreSite VA3 - Reston, VA",operational,Harris,51059,Other,,reported,model estimate,38.88163179796126,412.5228050333187,3616.289281798119
culpeper-brandy-station-va,Culpeper Acquisitions Brandy Station Campus (denied),cancelled,Trump,51047,Other,,reported,model estimate,46.38082707405593,432.88332833623355,3801.7824556952114
dc-blox-henrico-county-va,DC Blox Henrico County Campus (withdrawn),cancelled,Harris,51087,Other,50.0,confirmed,reported,50.0,50.0,50.0
edgecore-shannon-hill-louisa-va,EdgeCore Shannon Hill Data Center Campus,proposed,Trump,51109,Other,1100.0,reported,reported,1100.0,1100.0,1100.0
equinix-ashburn-va,Equinix Ashburn Campus (DC1–DC15),operational,Harris,51107,Other,,confirmed,model estimate,43.261446952136644,396.6895615725512,3386.4144010170303
corscale-gainesville-crossing-va,Gainesville Crossing Digital Campus (GCDC),under_construction,Harris,51153,Other,300.0,confirmed,reported,300.0,300.0,300.0
google-arcola-loudoun-va,Google Arcola Data Center (Loudoun County),operational,Harris,51107,Google,,reported,model estimate,46.01825915533726,187.17113759573252,743.8536046296118
google-loch-midlothian-va,Google Project Loch,permitted,Harris,51041,Google,,confirmed,model estimate,143.13297560207604,546.6676187386216,2312.6787231023286
iron-mountain-white-oak-henrico-va,Iron Mountain White Oak Technology Park Campus,proposed,Harris,51087,Other,200.0,confirmed,reported,200.0,200.0,200.0
microsoft-bristow-mnz03-va,Microsoft Bristow Data Center Campus (MNZ03),operational,Harris,51153,Microsoft,,reported,model estimate,35.8111243165116,148.2366541885338,586.4072458449173
tract-mountain-road-technology-park-hanover-va,Mountain Road Technology Park,cancelled,Trump,51085,Other,900.0,confirmed,reported,900.0,900.0,900.0
powerhouse-95-spotsylvania-va,PowerHouse 95,under_construction,Trump,51177,Other,800.0,reported,reported,800.0,800.0,800.0
powerhouse-ctp-02-va,PowerHouse CTP-02,under_construction,Harris,51041,Other,50.0,reported,reported,50.0,50.0,50.0
prince-william-digital-gateway-va,Prince William Digital Gateway,cancelled,Harris,51153,QTS,,confirmed,model estimate,449.3963011853768,1798.1960661416974,6517.116911694255
qts-white-oak-technology-park-ii-henrico-va,QTS White Oak Technology Park II (RIC5),permitted,Harris,51087,QTS,,confirmed,model estimate,199.97634091196267,786.1590904955785,3246.5398643180633
stack-nova-loudoun-va,STACK NVA Loudoun 144MW Hyperscale Campus,permitted,Harris,51107,Other,144.0,confirmed,reported,144.0,144.0,144.0
sabey-intergate-ashburn-building-a-va,Sabey Intergate.Ashburn (Building A),under_construction,Harris,51107,Other,54.0,reported,reported,54.0,54.0,54.0
solis-arx-progress-park-wythe-va,Solis Arx Progress Park Data Center Campus,proposed,Trump,51197,Other,,reported,model estimate,44.60061295745633,416.36295249389144,3891.5381684790937
tract-tuckahoe-technology-park-goochland-county-va,Tuckahoe Technology Park,proposed,Trump,51075,Other,900.0,reported,reported,900.0,900.0,900.0
vantage-stafford-va4-va,Vantage Data Centers VA4 Stafford Campus,under_construction,Harris,51179,Vantage,192.0,confirmed,reported,192.0,192.0,192.0
wise-innovation-hub-wise-va,Wise Innovation Hub (OASIS),proposed,Trump,51195,Other,600.0,reported,reported,600.0,600.0,600.0
aws-wallula-gap-walla-walla-wa,AWS Wallula Gap Campus,proposed,Trump,53071,Amazon,300.0,confirmed,reported,300.0,300.0,300.0
microsoft-east-wenatchee-wa,Microsoft East Wenatchee Data Center,operational,Trump,53017,Microsoft,180.0,reported,reported,180.0,180.0,180.0
microsoft-malaga-wa,Microsoft Malaga Campus,under_construction,Trump,53007,Microsoft,288.0,confirmed,reported,288.0,288.0,288.0
pnnl-ai-data-center-richland-wa,PNNL AI Data Center,proposed,Trump,53005,Other,2.0,reported,reported,2.0,2.0,2.0
apricus-west-plains-spokane-wa,West Plains Large-Load Data Center,proposed,Trump,53063,Other,500.0,rumored,reported,500.0,500.0,500.0
viridian-apecs-janesville-wi,APECS Data Center Campus (Former GM Assembly Plant),proposed,Harris,55105,Other,800.0,confirmed,reported,800.0,800.0,800.0
cassville-grant-county-wi,Cassville Data Center Campus (Undisclosed Developer),cancelled,Trump,55043,Other,,reported,model estimate,166.693559283594,642.5268319148239,2524.743179611663
dpo-wisconsin-rapids-hpc-wi,DPO Wisconsin Rapids AI Computing Facility,proposed,Trump,55141,Other,20.0,reported,reported,20.0,20.0,20.0
menomonie-data-center-wi,Menomonie Data Center Campus,proposed,Trump,55033,Other,,reported,model estimate,122.14475067582433,466.8229270759789,1717.5890958875123
meta-beaver-dam-wi,Meta Beaver Dam Data Center Campus,under_construction,Trump,55027,Meta,220.0,confirmed,reported,220.0,220.0,220.0
microsoft-kenosha-wi,Microsoft Kenosha Data Center Campus,proposed,Trump,55059,Microsoft,,confirmed,model estimate,81.38634353613259,331.80956557632896,1312.4784217703004
microsoft-mount-pleasant-wi,Microsoft Mount Pleasant Data Center Campus,operational,Trump,55101,Microsoft,1000.0,reported,reported,1000.0,1000.0,1000.0
netsonic-green-bay-wi,Netsonic Green Bay Data Center,operational,Trump,55009,Other,,reported,model estimate,45.273834048182614,413.95387282176597,3802.7815689515483
qts-dane-county-deforest-wi,QTS Dane County Hyperscale Campus (DeForest),cancelled,Harris,55025,QTS,,confirmed,model estimate,188.99168518913604,759.350238707895,3132.4861607930034
stargate-port-washington-wi,Stargate Lighthouse Campus,under_construction,Trump,55089,Vantage,902.0,reported,reported,902.0,902.0,902.0
stonebridge-pacific-columbia-county-wi,Stonebridge Pacific AI Data Center (Columbia County),cancelled,Trump,55021,Other,,reported,model estimate,43.80330619709491,425.7751996833931,3682.462408654877
pch-wi-holdings-wisconsin-rapids-wood-county-wi,Wisconsin Rapids Data Center,proposed,Trump,55141,Other,,reported,model estimate,85.25335023523157,332.93656878022506,1310.4046299205602
penzance-bedington-berkeley-county-wv,Bedington Campus,proposed,Trump,54003,Other,600.0,confirmed,reported,600.0,600.0,600.0
nscale-monarch-mason-county-wv,Monarch Compute Campus,proposed,Trump,54053,Other,2000.0,confirmed,reported,2000.0,2000.0,2000.0
meta-cheyenne-wy,Meta Cheyenne Data Center,under_construction,Trump,56021,Meta,109.0,confirmed,reported,109.0,109.0,109.0
microsoft-cheyenne-expansion-wy,Microsoft Cheyenne Mega-Campus Expansion,permitted,Trump,56021,Microsoft,,reported,model estimate,586.5310492820443,2261.332889417686,7226.974893588034
tallgrass-project-jade-cheyenne-wy,Project Tembo,under_construction,Trump,56021,Google,2700.0,reported,reported,2700.0,2700.0,2700.0
prometheus-hyperscale-evanston-wy,Prometheus Hyperscale Atlas Industrial Park Data Center Campus,permitted,Trump,56041,Other,1250.0,confirmed,reported,1250.0,1250.0,1250.0
prometheus-hyperscale-casper-wy,Prometheus Hyperscale Falls Ranch Data Center Campus,proposed,Trump,56009,Other,1500.0,reported,reported,1500.0,1500.0,1500.0
related-digital-cheyenne-wy,Related Digital Cheyenne Data Center Campus,under_construction,Trump,56021,Other,302.0,confirmed,reported,302.0,302.0,302.0
